"","word1","word2","n"
"6749","taftball","amendment",1
"6750","tafthartley","bill",1
"6751","tafthartley","facing",1
"6752","taftlike","labor",1
"6753","tain","diversion",1
"6754","takes","close",1
"6755","takes","time",1
"6756","taking","loyal",1
"6757","talents","henry",1
"6758","talking","straight",1
"6759","tammany","majorities",1
"6760","tammany","tweed",1
"6761","tapped","tax",1
"6762","tarian","comprehended",1
"6763","tariff","commission",1
"6764","tariffs","france",1
"6765","tary","reverses",1
"6766","task","consisted",1
"6767","tasks","immediately",1
"6768","taught","determinism",1
"6769","tax","adjustments",1
"6770","tax","antoni",1
"6771","tax","ation",1
"6772","tax","deductions",1
"6773","tax","hikes",1
"6774","tax","increase",1
"6775","tax","increases",1
"6776","tax","instituted",1
"6777","tax","involves",1
"6778","tax","money",1
"6779","tax","payers",1
"6780","tax","plan",1
"6781","tax","policy",1
"6782","tax","program",1
"6783","tax","return",1
"6784","tax","revenue",1
"6785","tax","revenues",1
"6786","tax","section",1
"6787","tax","source",1
"6788","tax","sources",1
"6789","tax","yield",1
"6790","taxable","income",1
"6791","taxation","notably",1
"6792","taxavoidance","purpose",1
"6793","taxes","discourage",1
"6794","taxes","false",1
"6795","taxes","federal",1
"6796","taxes","october",1
"6797","taxexempt","status",1
"6798","taxfree","status",1
"6799","taxing","powers",1
"6800","taxing","system",1
"6801","taxpayer's","money",1
"6802","taxpayers","gains",1
"6803","taxreduction","plan",1
"6804","taxreturn","forms",1
"6805","teacher","shortage",1
"6806","teachers","engineers",1
"6807","teachers","offer",1
"6808","teachers","salaries",1
"6809","teaching","fields",1
"6810","tear","trade",1
"6811","technical","personnel",1
"6812","technical","qualifications",1
"6813","technical","workers",1
"6814","technically","prepared",1
"6815","technological","progress",1
"6816","teenage","criminals",1
"6817","tele","ind",1
"6818","telephone","book",1
"6819","television","radio",1
"6820","television","set",1
"6821","tells","graduates",1
"6822","temperatures","steep",1
"6823","temporary","continuation",1
"6824","temporary","war",1
"6825","ten","minutes",1
"6826","ten","tacles",1
"6827","tennessee","senator",1
"6828","tent","concerns",1
"6829","ter","party",1
"6830","ter","plan",1
"6831","tered","voters",1
"6832","term","ahead",1
"6833","term","paul",1
"6834","term","unwanted",1
"6835","terminable","publicity",1
"6836","termines","broad",1
"6837","terms","functions",1
"6838","terms","isolationist",1
"6839","terrible","calamity",1
"6840","terrible","fiascoes",1
"6841","terrible","happened",1
"6842","terrifying","examples",1
"6843","texaf","law",1
"6844","texas","democrats",1
"6845","texas","north",1
"6846","text","unrelated",1
"6847","textbased","ai",1
"6848","textbook","economics",1
"6849","textedit","mac",1
"6850","theaters","originated",1
"6851","thebag","campaign",1
"6852","thei","election",1
"6853","theodore","roosevelt",1
"6854","theodore","roosevelt's",1
"6855","theoretical","interpretation",1
"6856","theoretically","defective",1
"6857","ther","err",1
"6858","thi","casts",1
"6859","thin","sort",1
"6860","thinking","justice",1
"6861","thinking","science",1
"6862","thirteen","weeks",1
"6863","thirteenth","term",1
"6864","thirtyeight","republicans",1
"6865","thirtyfour","democrats",1
"6866","thou","character",1
"6867","thoughtful","people",1
"6868","thousand","duties",1
"6869","thousand","illiterates",1
"6870","thousand","local",1
"6871","threat","june",1
"6872","threats","embarrassing",1
"6873","threelegged","stool",1
"6874","threestand","auto",1
"6875","thriving","native",1
"6876","throop","smith",1
"6877","throw","causation",1
"6878","throws","light",1
"6879","tial","candidates",1
"6880","tically","destroyed",1
"6881","tice","nye",1
"6882","ticket","byrd",1
"6883","tidal","patterns",1
"6884","tidy","likable",1
"6885","ties","halted",1
"6886","tight","ening",1
"6887","tigid","record",1
"6888","timate","bruised",1
"6889","time","annihilate",1
"6890","time","comment",1
"6891","time","congress",1
"6892","time","decisions",1
"6893","time","disturbed",1
"6894","time","due",1
"6895","time","extended",1
"6896","time","f.d.r",1
"6897","time","governors",1
"6898","time","heavily",1
"6899","time","leaders",1
"6900","time","prudent",1
"6901","time","skill",1
"6902","time","voted",1
"6903","time","voting",1
"6904","time","wasted",1
"6905","timeproved","record",1
"6906","times","permitted",1
"6907","timetested","socialsecurity",1
"6908","timing","continuously",1
"6909","timmerman","jr",1
"6910","timmerman","stated",1
"6911","timonious","newspaper",1
"6912","tinental","congress",1
"6913","tiny","percentage",1
"6914","tion","cope",1
"6915","tion","day",1
"6916","tion","ers",1
"6917","tion","hope",1
"6918","tion","offered",1
"6919","tion","projects",1
"6920","tion","tax",1
"6921","tion","taxation",1
"6922","tionate","representation",1
"6923","tions","appoint",1
"6924","tions","operating",1
"6925","tions","suggests",1
"6926","tired","discouraged",1
"6927","tireless","energy",1
"6928","tists","engineers",1
"6929","titanic","forces",1
"6930","title","fragile",1
"6931","tive","departments",1
"6932","tive","republicans",1
"6933","tively","reveal",1
"6934","tobin","confessed",1
"6935","tokyo","hospital",1
"6936","tolerance","understanding",1
"6937","tonepoem","tells",1
"6938","tonic","effect",1
"6939","top","civilian",1
"6940","top","performance",1
"6941","top","performers",1
"6942","top","prices",1
"6943","top","republicans",1
"6944","toplevel","debate",1
"6945","torquay","england",1
"6946","torrid","summer",1
"6947","tortuous","city",1
"6948","tortuous","labyrinthine",1
"6949","torture","tested",1
"6950","torture","tests",1
"6951","tory","democracy",1
"6952","total","allparty",1
"6953","total","amount",1
"6954","total","appropriations",1
"6955","total","earned",1
"6956","total","impact",1
"6957","total","individual",1
"6958","total","ma",1
"6959","total","paid",1
"6960","total","roll",1
"6961","touched","political",1
"6962","tourist","trade",1
"6963","town","citizens",1
"6964","townsend","movement",1
"6965","toynbee","sums",1
"6966","tracts","east",1
"6967","trade","barriers",1
"6968","trade","organization",1
"6969","trade","relations",1
"6970","trade","union",1
"6971","trade","unionists",1
"6972","trade","west",1
"6973","tradition","james",1
"6974","traditional","alike",1
"6975","traditional","constitutional",1
"6976","traditional","democrats",1
"6977","traditional","detachment",1
"6978","traditional","easily",1
"6979","traditional","party",1
"6980","traditionally","democratic",1
"6981","traffic","scenery",1
"6982","tragic","life",1
"6983","tragically","inadequate",1
"6984","train","people",1
"6985","train","rest",1
"6986","trained","paid",1
"6987","trano","surely",1
"6988","tranquillity","provide",1
"6989","transcription","aims",1
"6990","transcription","manual",1
"6991","transmountain","diversion",1
"6992","travel","safe",1
"6993","travel","safer",1
"6994","treasury","deserves",1
"6995","treasury","inserted",1
"6996","treasury","people",1
"6997","treasury","surplus",1
"6998","treatymaking","power",1
"6999","tremendous","impact",1
"7000","tremendous","job",1
"7001","tremendous","reac",1
"7002","tri","umphantly",1
"7003","trial","balloons",1
"7004","trial","jury",1
"7005","tric","power",1
"7006","tricky","unpredictable",1
"7007","trillion","dollars",1
"7008","triumphant","powerful",1
"7009","troubled","relations",1
"7010","truck","division",1
"7011","truck","testing",1
"7012","true","greatness",1
"7013","true","liberal",1
"7014","true","masters",1
"7015","true","presentment",1
"7016","true","roosevelt",1
"7017","true","tradition",1
"7018","truman","acheson",1
"7019","truman","administration",1
"7020","truman","answer",1
"7021","truman","assumed",1
"7022","truman","carried",1
"7023","truman","declaration",1
"7024","truman","democrat",1
"7025","truman","extravagances",1
"7026","truman","fair",1
"7027","truman","program",1
"7028","truman","requests",1
"7029","truman","tax",1
"7030","truman","welfare",1
"7031","truman","win",1
"7032","truman's","abandoned",1
"7033","truman's","budget",1
"7034","truman's","chances",1
"7035","truman's","foreign",1
"7036","truman's","home",1
"7037","truman's","objection",1
"7038","truman's","political",1
"7039","truman's","popularity",1
"7040","truman's","veto",1
"7041","trust","receive",1
"7042","trusteeship","unknown",1
"7043","truth","intellectual",1
"7044","tubbo","gilbert",1
"7045","turbulent","sea",1
"7046","tures","mounted",1
"7047","tva","empire",1
"7048","tva","model",1
"7049","tweed","journalism",1
"7050","tweed","ring",1
"7051","twelfth","california",1
"7052","twelfth","district",1
"7053","twenty","employees",1
"7054","twin","offices",1
"7055","twocolumn","format",1
"7056","twoday","elections",1
"7057","twofold","threat",1
"7058","twoparty","government",1
"7059","twoparty","system",1
"7060","txt","extension",1
"7061","tyler","tradition",1
"7062","types","including",1
"7063","typical","american",1
"7064","u.s","commissioner",1
"7065","u.s","cuts",1
"7066","u.s","entitlement",1
"7067","u.s","registered",1
"7068","u.s","sen",1
"7069","u.s","treasury",1
"7070","ukrainian","vil",1
"7071","ultimate","cost",1
"7072","ultimate","decision",1
"7073","ultimate","goal",1
"7074","ultimate","reaction",1
"7075","ultimate","terms",1
"7076","ultimate","test",1
"7077","ultimate","transformation",1
"7078","ultimate","welfare",1
"7079","ultimately","helped",1
"7080","ultimately","relies",1
"7081","unalterably","op",1
"7082","unamerican","activities",1
"7083","unanswered","questions",1
"7084","unbroken","tenure",1
"7085","uncertainty","beclouding",1
"7086","unchanging","doctrine",1
"7087","uncle","santa",1
"7088","uncommitted","nations",1
"7089","uncommon","responsi",1
"7090","uncontrollable","executive",1
"7091","uncover","murder",1
"7092","underlying","pathology",1
"7093","undermining","tradition",1
"7094","understandable","differences",1
"7095","understandable","language",1
"7096","undertake","critical",1
"7097","undertaken","recently",1
"7098","undivided","responsibility",1
"7099","unearned","benefits",1
"7100","uneconomic","spending",1
"7101","unemployed","million",1
"7102","unemployment","create",1
"7103","unemployment","reserve",1
"7104","unemploymentcompensation","benefits",1
"7105","unending","quest",1
"7106","uneven","contest",1
"7107","unfair","noted",1
"7108","unfavorable","light",1
"7109","unfavorable","political",1
"7110","unflattering","terms",1
"7111","unfolding","picture",1
"7112","unforgettable","terms",1
"7113","uni","verse",1
"7114","unified","republican",1
"7115","unim","portant",1
"7116","unimportant","committees",1
"7117","unincorporated","businesses",1
"7118","uninformed","reporting",1
"7119","unintelligible","figures",1
"7120","union","activity",1
"7121","union","affiliation",1
"7122","union","chiefs",1
"7123","union","council",1
"7124","union","establish",1
"7125","union","funds",1
"7126","union","mem",1
"7127","union","membership",1
"7128","union","monopoly",1
"7129","union","political",1
"7130","union","politics",1
"7131","union","treasuries",1
"7132","unioncontrolled","democratic",1
"7133","unionism","experience",1
"7134","unionism","vests",1
"7135","unionists","welfare",1
"7136","unions","books",1
"7137","unions","means",1
"7138","unions","twenty",1
"7139","unionshop","limitations",1
"7140","unique","conditions",1
"7141","unique","integrity",1
"7142","unit","larger",1
"7143","united","political",1
"7144","unity","integrity",1
"7145","unity","mutual",1
"7146","universally","friendly",1
"7147","universities","privately",1
"7148","university","intellectuals",1
"7149","university's","research",1
"7150","unjust","burden",1
"7151","unkind","dewey",1
"7152","unlawful","behavior",1
"7153","unlike","california",1
"7154","unlike","steffens",1
"7155","unlimited","abuse",1
"7156","unmistakable","hesitation",1
"7157","unmitigated","laissezfaire",1
"7158","unmitigated","respect",1
"7159","unnecessary","congressional",1
"7160","unnecessary","economic",1
"7161","unopposed","nixon",1
"7162","unorganized","wage",1
"7163","unparalleled","opportunity",1
"7164","unpartisan","clarification",1
"7165","unprecedented","heights",1
"7166","unprecedented","record",1
"7167","unpredictable","murderous",1
"7168","unprincipled","exploitation",1
"7169","unproductive","disposition",1
"7170","unprofitable","expenditure",1
"7171","unquestioned","manufacturing",1
"7172","unreliable","circular",1
"7173","unreliable","politician",1
"7174","unreviewable","administrative",1
"7175","unscreened","personnel",1
"7176","unskilled","industrial",1
"7177","unsolved","murders",1
"7178","untamed","labor",1
"7179","untrained","unscreened",1
"7180","unusual","function",1
"7181","unusual","sense",1
"7182","unusual","situation",1
"7183","unwanted","child",1
"7184","unwanted","formatting",1
"7185","unwar","ranted",1
"7186","unwatched","pieces",1
"7187","upper","brackets",1
"7188","upper","house",1
"7189","upper","peninsula",1
"7190","upper","ranges",1
"7191","upstate","republican",1
